track.id,chrom,contigStart,contigEnd,regions,fp,possible_fp,fn,possible_fn,errors,penalty,numPeaks
aorta_ENCFF115HTK,chr6,58137659,58780166,0,0,0,0,0,-1,38179.07691,2
aorta_ENCFF115HTK,chr6,61880166,62128589,0,0,0,0,0,-1,264.857535,100
aorta_ENCFF115HTK,chr6,62178589,95680543,0,0,0,0,0,-1,28391.389963,83
aorta_ENCFF115HTK,chr6,95830543,157559467,0,0,0,0,0,-1,34263.761846,221
aorta_ENCFF115HTK,chr6,157609467,157641300,0,0,0,0,0,-1,1731.271382,5
aorta_ENCFF115HTK,chr6,157691300,167942073,0,0,0,0,0,-1,30729.72309,35
aorta_ENCFF115HTK,chr6,168042073,170279972,0,0,0,0,0,-1,19953.936004,10
aorta_ENCFF115HTK,chr6,170329972,171055067,0,0,0,0,0,-1,16395.586874,6
aorta_ENCFF115HTK,chr7,10000,232484,0,0,0,0,0,-1,11206.011042,4
aorta_ENCFF115HTK,chr7,282484,50370631,0,0,0,0,0,-1,39007.908187,208
aorta_ENCFF115HTK,chr7,50410631,58054331,0,0,0,0,0,-1,14514.34783,27
aorta_ENCFF115HTK,chr7,61054331,61310513,0,0,0,0,0,-1,1054.561141,5
aorta_ENCFF115HTK,chr7,61360513,61460465,0,0,0,0,0,-1,0.64118,1
aorta_ENCFF115HTK,chr7,61510465,61677020,0,0,0,0,0,-1,1444.522714,5
aorta_ENCFF115HTK,chr7,61727020,61917157,0,0,0,0,0,-1,3689.523837,7
aorta_ENCFF115HTK,chr7,61967157,74715724,0,0,0,0,0,-1,20521.498641,79
aorta_ENCFF115HTK,chr7,74765724,100556043,0,0,0,0,0,-1,42619.98703,125
aorta_ENCFF115HTK,chr7,100606043,130154523,0,0,0,0,0,-1,36920.63125,116
aorta_ENCFF115HTK,chr7,130254523,139379377,0,0,0,0,0,-1,34149.413618,34
aorta_ENCFF115HTK,chr7,139404377,142048195,0,0,0,0,0,-1,22518.407734,16
aorta_ENCFF115HTK,chr7,142098195,142276197,0,0,0,0,0,-1,318.519742,61
aorta_ENCFF115HTK,chr7,142326197,143347897,0,0,0,0,0,-1,17182.165675,8
aorta_ENCFF115HTK,chr7,143397897,154270634,0,0,0,0,0,-1,29423.261018,54
aorta_ENCFF115HTK,chr7,154370634,159128663,0,0,0,0,0,-1,20356.248714,27
aorta_ENCFF115HTK,chr8,10000,7474649,0,0,0,0,0,-1,13372.509791,29
aorta_ENCFF115HTK,chr8,7524649,12091854,0,0,0,0,0,-1,19865.46216,24
aorta_ENCFF115HTK,chr8,12141854,43838887,0,0,0,0,0,-1,40778.349467,134
aorta_ENCFF115HTK,chr8,46838887,48130499,0,0,0,0,0,-1,3226.382637,9
aorta_ENCFF115HTK,chr8,48135599,86576451,0,0,0,0,0,-1,27747.309989,111
aorta_ENCFF115HTK,chr8,86726451,142766515,0,0,0,0,0,-1,30075.160843,165
aorta_ENCFF115HTK,chr8,142816515,145332588,0,0,0,0,0,-1,43335.932868,32
aorta_ENCFF115HTK,chr8,145432588,146304022,0,0,0,0,0,-1,76376.800823,16
aorta_ENCFF115HTK,chr9,10000,39663686,0,0,0,0,0,-1,38370.735767,143
aorta_ENCFF115HTK,chr9,39713686,39974796,0,0,0,0,0,-1,152.969456,24
aorta_ENCFF115HTK,chr9,40024796,40233029,0,0,0,0,0,-1,18.765582,14
aorta_ENCFF115HTK,chr9,40283029,40425834,0,0,0,0,0,-1,157.534292,37
aorta_ENCFF115HTK,chr9,40475834,40940341,0,0,0,0,0,-1,3038.755076,4
aorta_ENCFF115HTK,chr9,40990341,41143214,0,0,0,0,0,-1,0.894273,11
aorta_ENCFF115HTK,chr9,41193214,41365793,0,0,0,0,0,-1,15.382628,21
aorta_ENCFF115HTK,chr9,41415793,42613955,0,0,0,0,0,-1,9793.743733,3
aorta_ENCFF115HTK,chr9,42663955,43213698,0,0,0,0,0,-1,345.823383,40
aorta_ENCFF115HTK,chr9,43313698,43946569,0,0,0,0,0,-1,2598.525594,8
aorta_ENCFF115HTK,chr9,43996569,44676646,0,0,0,0,0,-1,2033.874633,9
aorta_ENCFF115HTK,chr9,44726646,44908293,0,0,0,0,0,-1,644.949559,13
aorta_ENCFF115HTK,chr9,44958293,45250203,0,0,0,0,0,-1,1400.529575,4
aorta_ENCFF115HTK,chr9,45350203,45815521,0,0,0,0,0,-1,6088.426593,4
aorta_ENCFF115HTK,chr9,45865521,46216430,0,0,0,0,0,-1,1596.254303,4
aorta_ENCFF115HTK,chr9,46266430,46461039,0,0,0,0,0,-1,174.665877,10
aorta_ENCFF115HTK,chr9,46561039,47060133,0,0,0,0,0,-1,330.921067,37
aorta_ENCFF115HTK,chr9,47160133,47317679,0,0,0,0,0,-1,265.798246,37
aorta_ENCFF115HTK,chr9,65467679,65918360,0,0,0,0,0,-1,169.47256,54
aorta_ENCFF115HTK,chr9,65968360,66192215,0,0,0,0,0,-1,17.475481,16
aorta_ENCFF115HTK,chr9,66242215,66404656,0,0,0,0,0,-1,221.389745,74
aorta_ENCFF115HTK,chr9,66454656,66614195,0,0,0,0,0,-1,17248.96747,3
aorta_ENCFF115HTK,chr9,66664195,66863343,0,0,0,0,0,-1,9308.549427,3
aorta_ENCFF115HTK,chr9,66913343,67107834,0,0,0,0,0,-1,303.689109,18
aorta_ENCFF115HTK,chr9,67207834,67366296,0,0,0,0,0,-1,1483.322642,7
aorta_ENCFF115HTK,chr9,67516296,67987998,0,0,0,0,0,-1,3318.593495,3
aorta_ENCFF115HTK,chr9,68137998,68514181,0,0,0,0,0,-1,12015.205257,4
aorta_ENCFF115HTK,chr9,68664181,68838946,0,0,0,0,0,-1,1223.966269,6
aorta_ENCFF115HTK,chr9,68988946,69278385,0,0,0,0,0,-1,2152.647133,3
aorta_ENCFF115HTK,chr9,69328385,70010542,0,0,0,0,0,-1,5945.936461,3
aorta_ENCFF115HTK,chr9,70060542,70218729,0,0,0,0,0,-1,2384.106741,1
aorta_ENCFF115HTK,chr9,70318729,70506535,0,0,0,0,0,-1,4526.069547,2
aorta_ENCFF115HTK,chr9,70556535,70735468,0,0,0,0,0,-1,4025.535029,2
aorta_ENCFF115HTK,chr9,70835468,92343416,0,0,0,0,0,-1,32623.381915,67
aorta_ENCFF115HTK,chr9,92443416,92528796,0,0,0,0,0,-1,388.420763,10
aorta_ENCFF115HTK,chr9,92678796,133073060,30,0,30,0,10,0,33057.5521843734,262
aorta_ENCFF115HTK,chr9,133223060,137041193,0,0,0,0,0,-1,46302.518691,38
aorta_ENCFF115HTK,chr9,137091193,139166997,0,0,0,0,0,-1,18318.970384,16
aorta_ENCFF115HTK,chr9,139216997,141153431,0,0,0,0,0,-1,59310.137398,28
aorta_ENCFF115HTK,chr10,60000,17974675,98,70,98,0,49,70,1000,910
aorta_ENCFF115HTK,chr10,60000,17974675,98,4,98,0,49,4,10000,146
aorta_ENCFF115HTK,chr10,60000,17974675,98,0,98,23,49,23,1e+05,42
aorta_ENCFF115HTK,chr10,18024675,38818835,0,0,0,0,0,-1,43684.921,70
aorta_ENCFF115HTK,chr10,38868835,39154935,0,0,0,0,0,-1,904.923413,9
aorta_ENCFF115HTK,chr10,42354935,42546687,0,0,0,0,0,-1,13081.640515,6
aorta_ENCFF115HTK,chr10,42596687,46426964,0,0,0,0,0,-1,25428.371733,31
aorta_ENCFF115HTK,chr10,46476964,47429169,0,0,0,0,0,-1,11077.69064,7
aorta_ENCFF115HTK,chr10,47529169,47792476,0,0,0,0,0,-1,5111.625941,5
aorta_ENCFF115HTK,chr10,47892476,48055707,0,0,0,0,0,-1,309.496537,23
aorta_ENCFF115HTK,chr10,48105707,49095536,0,0,0,0,0,-1,6463.211965,6
aorta_ENCFF115HTK,chr10,49195536,51137410,0,0,0,0,0,-1,8797.061827,13
aorta_ENCFF115HTK,chr10,51187410,51398845,0,0,0,0,0,-1,26498.467791,0
aorta_ENCFF115HTK,chr10,51448845,125869472,29,0,29,0,15,0,37667.965014,345
aorta_ENCFF115HTK,chr10,125919472,128616069,0,0,0,0,0,-1,25560.218466,13
aorta_ENCFF115HTK,chr10,128766069,133381404,0,0,0,0,0,-1,9718.732523,16
aorta_ENCFF115HTK,chr10,133431404,133677527,0,0,0,0,0,-1,182.443253,212
aorta_ENCFF115HTK,chr10,133727527,135524747,0,0,0,0,0,-1,19289.498726,18
aorta_ENCFF115HTK,chr11,60000,1162759,0,0,0,0,0,-1,74151.975895,13
aorta_ENCFF115HTK,chr11,1212759,50783853,0,0,0,0,0,-1,37433.104603,215
aorta_ENCFF115HTK,chr11,51090853,51594205,0,0,0,0,0,-1,2910.744225,8
aorta_ENCFF115HTK,chr11,54694205,69089801,0,0,0,0,0,-1,131302.303699,53
aorta_ENCFF115HTK,chr11,69139801,69724695,0,0,0,0,0,-1,9886.949713,5
aorta_ENCFF115HTK,chr11,69774695,87688378,7,6,7,0,6,6,1000,875
aorta_ENCFF115HTK,chr11,69774695,87688378,7,0,7,0,6,0,10000,133
aorta_ENCFF115HTK,chr11,69774695,87688378,7,0,7,2,6,2,1e+05,51
aorta_ENCFF115HTK,chr11,69774695,87688378,7,0,7,6,6,6,1e+06,0
aorta_ENCFF115HTK,chr11,87738378,96287584,0,0,0,0,0,-1,29781.668534,31
aorta_ENCFF115HTK,chr11,96437584,134946516,0,0,0,0,0,-1,40119.869648,163
aorta_ENCFF115HTK,chr12,60000,95739,0,0,0,0,0,-1,598.979359,10
aorta_ENCFF115HTK,chr12,60000,95739,0,0,0,0,0,-1,598.979359,10
aorta_ENCFF115HTK,chr12,145739,7189876,0,0,0,0,0,-1,75884.782205,44
aorta_ENCFF115HTK,chr12,145739,7189876,0,0,0,0,0,-1,75884.782205,44
aorta_ENCFF115HTK,chr12,7239876,34856694,0,0,0,0,0,-1,36223.976256,122
aorta_ENCFF115HTK,chr12,7239876,34856694,0,0,0,0,0,-1,36223.976256,122
aorta_ENCFF115HTK,chr12,37856694,109373470,0,0,0,0,0,-1,40303.515418,336
aorta_ENCFF115HTK,chr12,37856694,109373470,0,0,0,0,0,-1,40303.515418,336
aorta_ENCFF115HTK,chr12,109423470,122530623,0,0,0,0,0,-1,58065.177531,82
aorta_ENCFF115HTK,chr12,109423470,122530623,0,0,0,0,0,-1,58065.177531,82
aorta_ENCFF115HTK,chr12,122580623,132706992,0,0,0,0,0,-1,34677.259634,49
aorta_ENCFF115HTK,chr12,122580623,132706992,0,0,0,0,0,-1,34677.259634,49
aorta_ENCFF115HTK,chr12,132806992,133841895,0,0,0,0,0,-1,35986.120592,15
aorta_ENCFF115HTK,chr12,132806992,133841895,0,0,0,0,0,-1,35986.120592,15
aorta_ENCFF115HTK,chr13,19020000,86760324,0,0,0,0,0,-1,26254.219399,218
aorta_ENCFF115HTK,chr13,86910324,112353994,0,0,0,0,0,-1,25757.851737,67
aorta_ENCFF115HTK,chr13,112503994,114325993,0,0,0,0,0,-1,16852.604653,16
aorta_ENCFF115HTK,chr13,114425993,114639948,0,0,0,0,0,-1,9870.071058,5
aorta_ENCFF115HTK,chr13,114739948,115109878,0,0,0,0,0,-1,19418.365276,5
aorta_ENCFF115HTK,chr14,19000000,107289540,16,9,16,0,6,9,1000,4017
aorta_ENCFF115HTK,chr14,19000000,107289540,16,0,16,0,6,0,10000,667
aorta_ENCFF115HTK,chr14,19000000,107289540,16,0,16,2,6,2,1e+05,251
aorta_ENCFF115HTK,chr14,19000000,107289540,16,10,16,6,6,16,1e+06,2
aorta_ENCFF115HTK,chr15,20000000,20894633,0,0,0,0,0,-1,1634.137397,18
aorta_ENCFF115HTK,chr15,20935075,21398819,0,0,0,0,0,-1,1562.679683,6
aorta_ENCFF115HTK,chr15,21885000,22212114,0,0,0,0,0,-1,1720.475558,6
aorta_ENCFF115HTK,chr15,21885000,22212114,0,0,0,0,0,-1,1720.475558,6
aorta_ENCFF115HTK,chr15,22262114,22596193,0,0,0,0,0,-1,1009.655809,11
aorta_ENCFF115HTK,chr15,22262114,22596193,0,0,0,0,0,-1,1009.655809,11
aorta_ENCFF115HTK,chr15,22646193,23514853,0,0,0,0,0,-1,20772.670099,9
aorta_ENCFF115HTK,chr15,22646193,23514853,0,0,0,0,0,-1,20772.670099,9
aorta_ENCFF115HTK,chr15,23564853,29159443,0,0,0,0,0,-1,12314.577488,26
aorta_ENCFF115HTK,chr15,23564853,29159443,0,0,0,0,0,-1,12314.577488,26
aorta_ENCFF115HTK,chr15,29209443,82829645,0,0,0,0,0,-1,51513.97734,299
aorta_ENCFF115HTK,chr15,29209443,82829645,0,0,0,0,0,-1,51513.97734,299
aorta_ENCFF115HTK,chr15,82879645,84984473,0,0,0,0,0,-1,15820.083467,18
aorta_ENCFF115HTK,chr15,82879645,84984473,0,0,0,0,0,-1,15820.083467,18
aorta_ENCFF115HTK,chr15,85034473,102521392,0,0,0,0,0,-1,48891.644254,77
aorta_ENCFF115HTK,chr15,85034473,102521392,0,0,0,0,0,-1,48891.644254,77
aorta_ENCFF115HTK,chr16,60000,8636921,0,0,0,0,0,-1,89651.475604,62
aorta_ENCFF115HTK,chr16,60000,8636921,0,0,0,0,0,-1,89651.475604,62
aorta_ENCFF115HTK,chr16,8686921,34023150,0,0,0,0,0,-1,41168.59849,174
aorta_ENCFF115HTK,chr16,8686921,34023150,0,0,0,0,0,-1,41168.59849,174
aorta_ENCFF115HTK,chr16,34173150,35285801,0,0,0,0,0,-1,1162.603525,19
aorta_ENCFF115HTK,chr16,34173150,35285801,0,0,0,0,0,-1,1162.603525,19
aorta_ENCFF115HTK,chr16,46385801,88389383,44,0,44,2,22,2,34867.439129,233
aorta_ENCFF115HTK,chr16,46385801,88389383,44,0,44,2,22,2,34867.439129,233
aorta_ENCFF115HTK,chr16,88439383,90294753,0,0,0,0,0,-1,47033.42851,25
aorta_ENCFF115HTK,chr16,88439383,90294753,0,0,0,0,0,-1,47033.42851,25
aorta_ENCFF115HTK,chr17,0,296626,0,0,0,0,0,-1,2731.957102,5
aorta_ENCFF115HTK,chr17,0,296626,0,0,0,0,0,-1,2731.957102,5
aorta_ENCFF115HTK,chr17,396626,21566608,99,0,99,28,48,28,82334.048731,123
aorta_ENCFF115HTK,chr17,396626,21566608,99,0,99,28,48,28,82334.048731,123
aorta_ENCFF115HTK,chr17,21666608,22263006,0,0,0,0,0,-1,2599.494865,11
aorta_ENCFF115HTK,chr17,21666608,22263006,0,0,0,0,0,-1,2599.494865,11
aorta_ENCFF115HTK,chr17,25263006,34675848,0,0,0,0,0,-1,49872.002711,76
aorta_ENCFF115HTK,chr17,25263006,34675848,0,0,0,0,0,-1,49872.002711,76
aorta_ENCFF115HTK,chr17,34725848,62410760,11,0,11,2,8,2,86073.723738,167
aorta_ENCFF115HTK,chr17,34725848,62410760,11,0,11,2,8,2,86073.723738,167
aorta_ENCFF115HTK,chr17,62460760,77546461,0,0,0,0,0,-1,57094.997295,97
aorta_ENCFF115HTK,chr17,77596461,79709049,0,0,0,0,0,-1,81850.661999,20
aorta_ENCFF115HTK,chr17,79759049,81195210,0,0,0,0,0,-1,75863.733461,16
aorta_ENCFF115HTK,chr18,10000,15410898,0,0,0,0,0,-1,27251.23047,68
aorta_ENCFF115HTK,chr18,18510898,52059136,0,0,0,0,0,-1,27905.316028,109
aorta_ENCFF115HTK,chr18,52209136,72283353,0,0,0,0,0,-1,21991.724322,52
aorta_ENCFF115HTK,chr18,72333353,75721820,0,0,0,0,0,-1,17409.039197,16
aorta_ENCFF115HTK,chr18,75771820,78017248,0,0,0,0,0,-1,18553.688237,15
aorta_ENCFF115HTK,chr19,60000,7346004,0,0,0,0,0,-1,115158.38244,42
aorta_ENCFF115HTK,chr19,7396004,8687198,0,0,0,0,0,-1,49285.430035,19
aorta_ENCFF115HTK,chr19,8737198,20523415,0,0,0,0,0,-1,150386.305625,23
aorta_ENCFF115HTK,chr19,20573415,24631782,0,0,0,0,0,-1,31288.651234,33
aorta_ENCFF115HTK,chr19,27731782,59118983,0,0,0,0,0,-1,113737.634901,141
aorta_ENCFF115HTK,chr20,60000,26319569,0,0,0,0,0,-1,38772.963344,122
aorta_ENCFF115HTK,chr20,29419569,29653908,0,0,0,0,0,-1,15072.780942,5
aorta_ENCFF115HTK,chr20,29803908,34897085,0,0,0,0,0,-1,65347.232257,53
aorta_ENCFF115HTK,chr20,34947085,61091437,0,0,0,0,0,-1,45648.131465,126
aorta_ENCFF115HTK,chr20,61141437,61213369,0,0,0,0,0,-1,6612.159868,1
aorta_ENCFF115HTK,chr20,61263369,62965520,0,0,0,0,0,-1,43619.523314,22
aorta_ENCFF115HTK,chr21,9411193,9595548,0,0,0,0,0,-1,2690.441679,2
aorta_ENCFF115HTK,chr21,9645548,9775437,0,0,0,0,0,-1,2634.882156,4
aorta_ENCFF115HTK,chr21,9825437,10034920,0,0,0,0,0,-1,29197.501748,2
aorta_ENCFF115HTK,chr21,10084920,10215976,0,0,0,0,0,-1,1624.098553,8
aorta_ENCFF115HTK,chr21,10365976,10647896,0,0,0,0,0,-1,1362.740138,11
aorta_ENCFF115HTK,chr21,10697896,11188129,0,0,0,0,0,-1,11583.010473,7
aorta_ENCFF115HTK,chr21,14338129,42955559,0,0,0,0,0,-1,31333.183896,90
aorta_ENCFF115HTK,chr21,43005559,44632664,0,0,0,0,0,-1,26249.091949,15
aorta_ENCFF115HTK,chr21,44682664,48119895,0,0,0,0,0,-1,46907.766372,30
aorta_ENCFF115HTK,chr22,16050000,16697850,0,0,0,0,0,-1,564.741717,67
aorta_ENCFF115HTK,chr22,16847850,20509431,0,0,0,0,0,-1,32139.938679,31
aorta_ENCFF115HTK,chr22,20609431,50364777,0,0,0,0,0,-1,65995.68572,186
aorta_ENCFF115HTK,chr22,50414777,51244566,0,0,0,0,0,-1,40939.462719,12
aorta_ENCFF115HTK,chrM,0,16571,0,0,0,0,0,-1,726.405791,22
aorta_ENCFF115HTK,chrX,60000,94821,0,0,0,0,0,-1,291.330194,4
aorta_ENCFF115HTK,chrX,144821,231384,0,0,0,0,0,-1,7653.435984,2
aorta_ENCFF115HTK,chrX,281384,1047557,0,0,0,0,0,-1,4813.386987,7
aorta_ENCFF115HTK,chrX,1097557,1134113,0,0,0,0,0,-1,4.96381,17
aorta_ENCFF115HTK,chrX,1184113,1264234,0,0,0,0,0,-1,370.323464,23
aorta_ENCFF115HTK,chrX,1314234,2068238,0,0,0,0,0,-1,14061.377046,6
aorta_ENCFF115HTK,chrX,2118238,7623882,0,0,0,0,0,-1,13004.196175,13
aorta_ENCFF115HTK,chrX,7673882,10738674,0,0,0,0,0,-1,9662.266735,10
